YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2021,2021,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.4,12.4,Data not reported,,"(45.254228894000505, -68.98503133599962)",FV,FV1,Q019,VALUE,23,Income,Data not reported,INC,INCNR
2021,2021,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.8,36.8,"$50,000 - $74,999",,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q037,VALUE,21,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.1,22.1,"$35,000 - $49,999",,"(32.745510099000455, -89.53803082499968)",FV,FV1,Q019,VALUE,28,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.5,15.5,Data not reported,,"(44.39319117400049, -89.81637074199966)",PA,PA1,Q047,VALUE,55,Income,Data not reported,INC,INCNR
2021,2021,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.4,32.4,"$35,000 - $49,999",,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,5,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,KS,Kansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.1,17.1,"$50,000 - $74,999",,"(38.34774030000045, -98.20078122699965)",FV,FV1,Q019,VALUE,20,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.7,35.7,Data not reported,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q037,VALUE,18,Income,Data not reported,INC,INCNR
2021,2021,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.2,25.2,"$50,000 - $74,999",,"(35.47203135600046, -97.52107021399968)",PA,PA1,Q047,VALUE,40,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28,28,"$35,000 - $49,999",,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.9,35.9,"$15,000 - $24,999",,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,VALUE,44,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.7,36.7,"$35,000 - $49,999",,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.1,42.1,"$25,000 - $34,999",,"(39.493240390000494, -117.07184056399967)",FV,FV1,Q018,VALUE,32,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31,31,Data not reported,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,VALUE,26,Income,Data not reported,INC,INCNR
2021,2021,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,"$50,000 - $74,999",,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,GA,Georgia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,28.4,28.4,"$25,000 - $34,999",,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q019,VALUE,13,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.5,19.5,Data not reported,,"(64.84507995700051, -147.72205903599973)",PA,PA1,Q047,VALUE,2,Income,Data not reported,INC,INCNR
2021,2021,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,24,24,"Less than $15,000",,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q037,VALUE,32,Income,"Less than $15,000",INC,INCLESS15
2021,2021,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.6,40.6,"$15,000 - $24,999",,"(44.39319117400049, -89.81637074199966)",FV,FV1,Q018,VALUE,55,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,44.3,44.3,"$15,000 - $24,999",,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35,35,"$25,000 - $34,999",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q037,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,44.4,44.4,Data not reported,,"(37.645970271000465, -84.77497104799966)",FV,FV1,Q018,VALUE,21,Income,Data not reported,INC,INCNR
2021,2021,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,48.1,48.1,"Less than $15,000",,"(39.008830667000495, -75.57774116799965)",PA,PA1,Q047,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2021,2021,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.1,26.1,"Less than $15,000",,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q037,VALUE,42,Income,"Less than $15,000",INC,INCLESS15
2021,2021,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.4,15.4,"$50,000 - $74,999",,"(43.62538123900049, -72.51764079099962)",FV,FV1,Q019,VALUE,50,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39,39,Data not reported,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q037,VALUE,32,Income,Data not reported,INC,INCNR
2021,2021,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.9,26.9,"$15,000 - $24,999",,"(47.52227862900048, -120.47001078999972)",FV,FV1,Q019,VALUE,53,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.9,30.9,"$35,000 - $49,999",,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q037,VALUE,29,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.5,33.5,"$25,000 - $34,999",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19,19,"$50,000 - $74,999",,"(35.466220975000454, -79.15925046299964)",PA,PA1,Q047,VALUE,37,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,45.5,45.5,"Less than $15,000",,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Income,"Less than $15,000",INC,INCLESS15
2021,2021,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34,34,"$35,000 - $49,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q037,VALUE,27,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.6,18.6,"$50,000 - $74,999",,"(34.52088095200048, -106.24058098499967)",FV,FV1,Q019,VALUE,35,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.3,38.3,"$50,000 - $74,999",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,36.3,36.3,"$50,000 - $74,999",,"(40.48501028300046, -88.99771017799969)",FV,FV1,Q018,VALUE,17,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.6,45.6,"$35,000 - $49,999",,"(47.47531977900047, -100.11842104899966)",FV,FV1,Q018,VALUE,38,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.7,19.7,"$50,000 - $74,999",,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q047,VALUE,15,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.1,19.1,"$35,000 - $49,999",,"(38.635790776000476, -92.56630005299968)",FV,FV1,Q019,VALUE,29,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.9,28.9,"$25,000 - $34,999",,"(43.23554134300048, -108.10983035299967)",PA,PA1,Q047,VALUE,56,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,GA,Georgia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.6,25.6,"Less than $15,000",,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q019,VALUE,13,Income,"Less than $15,000",INC,INCLESS15
2021,2021,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.1,42.1,"$35,000 - $49,999",,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,VALUE,54,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,GA,Georgia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,46,46,"Less than $15,000",,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q018,VALUE,13,Income,"Less than $15,000",INC,INCLESS15
2021,2021,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.7,23.7,"$35,000 - $49,999",,"(39.360700171000474, -111.58713063499971)",FV,FV1,Q019,VALUE,49,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,"$75,000 or greater",,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.7,22.7,"$25,000 - $34,999",,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.4,24.4,Data not reported,,"(45.254228894000505, -68.98503133599962)",PA,PA1,Q047,VALUE,23,Income,Data not reported,INC,INCNR
2021,2021,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,33.2,33.2,"$25,000 - $34,999",,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,25,25,"Less than $15,000",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,VALUE,16,Income,"Less than $15,000",INC,INCLESS15
2021,2021,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.2,34.2,Data not reported,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,VALUE,1,Income,Data not reported,INC,INCNR
2021,2021,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.9,28.9,"$35,000 - $49,999",,"(39.008830667000495, -75.57774116799965)",PA,PA1,Q047,VALUE,10,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,40,40,"$15,000 - $24,999",,"(31.31266064400046, -92.44568007099969)",PA,PA1,Q047,VALUE,22,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30,30,"$35,000 - $49,999",,"(35.68094058000048, -85.77449091399967)",PA,PA1,Q047,VALUE,47,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.4,17.4,"$35,000 - $49,999",,"(43.62538123900049, -72.51764079099962)",FV,FV1,Q019,VALUE,50,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.4,42.4,"$15,000 - $24,999",,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q018,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,"$50,000 - $74,999",,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,VALUE,42,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,"$75,000 or greater",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,25.9,25.9,"Less than $15,000",,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,VALUE,15,Income,"Less than $15,000",INC,INCLESS15
2021,2021,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.4,29.4,"$15,000 - $24,999",,"(39.360700171000474, -111.58713063499971)",PA,PA1,Q047,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.4,34.4,"$50,000 - $74,999",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,VALUE,46,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,29.1,29.1,"$15,000 - $24,999",,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,5,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.9,20.9,"$25,000 - $34,999",,"(40.79373015200048, -77.86070029399963)",FV,FV1,Q019,VALUE,42,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.8,42.8,"$50,000 - $74,999",,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.6,35.6,"$25,000 - $34,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.2,41.2,"$25,000 - $34,999",,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,DE,Delaware,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,47,47,"$25,000 - $34,999",,"(39.008830667000495, -75.57774116799965)",FV,FV1,Q018,VALUE,10,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.2,32.2,"$35,000 - $49,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.2,28.2,"$75,000 or greater",,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,VALUE,32,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,39,39,"$35,000 - $49,999",,"(37.63864012300047, -120.99999953799971)",FV,FV1,Q018,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.6,30.6,"Less than $15,000",,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,VALUE,47,Income,"Less than $15,000",INC,INCLESS15
2021,2021,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.5,12.5,"$75,000 or greater",,"(38.89037138500049, -77.03196112699965)",FV,FV1,Q019,VALUE,11,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.1,34.1,Data not reported,,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q037,VALUE,36,Income,Data not reported,INC,INCNR
2021,2021,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,"$75,000 or greater",,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.7,32.7,"$25,000 - $34,999",,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.9,23.9,"$25,000 - $34,999",,"(39.766910452000445, -86.14996019399968)",FV,FV1,Q019,VALUE,18,Income,"$25,000 - $34,999",INC,INC2535
2021,2021,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.3,35.3,"$35,000 - $49,999",,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q037,VALUE,8,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,41.4,41.4,"$15,000 - $24,999",,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.9,45.9,"$75,000 or greater",,"(21.304850435000446, -157.85774940299973)",FV,FV1,Q018,VALUE,15,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.5,35.5,"$35,000 - $49,999",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17,17,Data not reported,,"(39.29058096400047, -76.60926011099963)",FV,FV1,Q019,VALUE,24,Income,Data not reported,INC,INCNR
2021,2021,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,47.5,47.5,"Less than $15,000",,"(47.52227862900048, -120.47001078999972)",FV,FV1,Q018,VALUE,53,Income,"Less than $15,000",INC,INCLESS15
2021,2021,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.8,34.8,"$75,000 or greater",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q037,VALUE,13,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2021,2021,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.8,36.8,Data not reported,,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,VALUE,44,Income,Data not reported,INC,INCNR
2021,2021,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,40.6,40.6,"Less than $15,000",,"(40.13057004800049, -74.27369128799967)",FV,FV1,Q019,VALUE,34,Income,"Less than $15,000",INC,INCLESS15
2021,2021,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,35.8,35.8,Data not reported,,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q018,VALUE,41,Income,Data not reported,INC,INCNR
2021,2021,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.2,32.2,"$75,000 or greater",,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q037,VALUE,48,Income,"$75,000 or greater",INC,INC75PLUS
